Registered Company Name,Name to display,Description,Age of company,Available Cities,Link to official website,Contact Person Name,Designation,Contact Number,Min-Max Budget,Type,  Company Logo,Image 1,Image 2,Image 3,Image 4,Image 5,Image 6,Image 7,Image 8,Image 9,Image 10,Discounts,No.of projects completed,Digital Brochure (if available),Testimonials,Contact Email,Google Rating,Google Reviews,Google Location,Any Awards won?,USP,Score
Beveledge,Beveledge,"Beveledge is the starting point of a lifelong goal to create. It seeks to evoke a similar sense of fulfillment through space.
When it comes to interior design, we create spaces that are timeless. We’re proud to rely on strong fundamentals in our space planning. There is no compromise on the client’s needs.
Our designs are elegant yet agile. We respect the brief and don’t drain additional resources to achieve the goals we agree upon.
Clients are the focal point of our process. Our studio brings together experienced consultants and designers who strike the balance between functionality and creativity. Our design process is a journey of constant collaboration and clear communication with the clients, consultants and artists resulting in a space with a strong unmistakable identity.
Although meticulous and structured, we ensure the process is organic and enjoyable for those involved. At Beveledge, we are meticulous throughout the pre-concept and concept design to schematic space planning. At the end of multiple brainstorming sessions, we move forward only when the client is convinced we’ve got it right. This gives the project a solid foundation. After, we dive headfirst into obsessive detailing of the space to give it that bespoke elegance. Our craftsmen and vendors are seasoned at what they do and deliver the results that match client expectations, nothing less. As the project shapes up, our tempo lasts till we have created something we all can be proud of.",7,Bengaluru,http://beveledge.in/,Lasya Umesh,Founder,919663770077,1 to 50 Lakhs,Residential,115_logo.jpg,115_a.jpg,115_b.jpg,115_c.jpg,115_d.jpg,115_e.jpg,115_f.jpg,115_g.jpg,115_h.jpg,115_i.jpg,115_j.jpg,,,,115_reviews.jpg,lasyaumesh@beveledge.in,3.8,4,"https://www.google.com/maps/place/Beveledge+-+Interior+Design+Studio/@12.9809303,77.6032332,15z/data=!4m2!3m1!1s0x0:0x3ca3f1b8301d3a65?sa=X&ved=1t:2428&ictx=111",,,0.53
Space Concepts,Space Concepts,"Space Concepts is an interior design and furniture manufacturing company based in Bangalore, India. We have built a team of professionals who are passionate about creating beautiful, functional spaces. Our mission is to bring a unique touch to your home or office and create spaces that are tailored to your needs.",14,Bengaluru,https://spaceconcepts.co.in/,Shrikanth Kiran,Interior Designer,919844444001,1 to 50 Lakhs,Residential,116_logo.jpg,116_a.jpg,116_b.jpg,116_c.jpg,116_d.jpg,116_e.jpg,116_f.jpg,116_g.jpg,116_h.jpg,116_i.jpg,116_j.jpg,,,,116_reviews.jpg,spaceconcepts@hotmail.com,4.7,22,"https://www.google.com/maps/place/Space+Concepts/@12.9718314,77.6002576,15z/data=!4m2!3m1!1s0x0:0x37e4c1511edf62ad?sa=X&ved=1t:2428&ictx=111",,,0.71
OIB,Office in a Box,"Established in 2020 under the visionary leadership of Ar. Hitendra Jain, OIB stands as a boutique interior design firm dedicated to crafting state-of-the-art projects through a blend of cutting-edge technology and global design methodologies. Innovative Design, Technology
Driven Solutions Acknowledging the role of Information Technology in design, our innovative and customized approach integrates the latest digital technologies. With relevant updated software and cutting-edge hardware tools, we exhibit vivid 3D visualizations for spatial designs with accuracy and precision, ensuring the delivery of a premium execution. A Commitment at OIB, our commitment extends to the steady curation of spatial ideas that meet the demands of the ever-evolving AEC industry. Our designs are visually powerful, intellectually elegant, and, above all, timeless. Join us on a journey of elevating spaces and defining elegance.",5,Bengaluru,http://www.officeinabox.co.in/,Hitendra Jain,Founder,919900558254,1 to 50 Lakhs,"Residential, Commercial",117_logo.jpg,117_a.jpg,117_b.jpg,117_c.jpg,117_d.jpg,117_e.jpg,117_f.jpg,117_g.jpg,117_h.jpg,117_i.jpg,117_j.jpg,,,,117_reviews.jpg,info@officeinabox.co.in,5.0,14,"https://www.google.com/maps/place/Office+in+a+Box/@12.9575148,77.5859152,15z/data=!4m2!3m1!1s0x0:0x2a3efd73fd9ebcbf?sa=X&ved=1t:2428&ictx=111",,,0.64
One Source,One Source,"One Source is a pioneer in the Indian market for the supply of interior products since 2002. We take immense pride in our expertise, which enables us to consistently meet our clients' desired state of satisfaction. With excellent relationships established with leading architects, PMC's, and contractors, we have become a trusted name in the industry.



Based in Bangalore, we also have an office in Chennai, strategically positioned to cater to a wider clientele. Our presence in multiple cities allows us to extend our exceptional services to various regions.



Over the years, we have successfully delivered over 50 lakh square feet of meticulously designed and executed interior spaces throughout South India. This track record speaks volumes about our commitment to quality and our ability to bring our clients' visions to life.



At One Source, we understand the significance of creating spaces that not only meet functional requirements but also inspire and uplift. With our vast range of interior products and materials, combined with our dedicated team of experts, we strive to transform ordinary spaces into extraordinary ones.



Experience the difference of working with a trusted industry leader. Choose One Source and let us redefine the way you perceive interior solutions.",23,"Bengaluru, Chennai",https://onesourceglobal.in/,Dinesh Kumar,Founder,919066668884,1 to 50 Lakhs,Residential,118_logo.jpg,118_a.jpg,118_b.jpg,118_c.jpg,118_d.jpg,118_e.jpg,118_f.jpg,118_g.jpg,118_h.jpg,118_i.jpg,118_j.jpg,,750.0,,118_reviews.jpg,sales@onesourceglobal.in,4.5,51,"https://www.google.com/maps/place/One+Source/@12.9593614,77.5945796,15z/data=!4m2!3m1!1s0x0:0x5eab17f55d0124c6?sa=X&ved=1t:2428&ictx=111",,,1.46
D-Space Interio,D-Space Interio,"We are professional interior and architectural designer from bangalore, we focus on commercial and residential projects as well, we are inspired working along side our clients to simplify complex challenges and design",7,Bengaluru,,Mohamed Najad,Managing Director,918310732639,1 to 50 Lakhs,"Residential, Commercial",119_logo.jpg,119_a.jpg,119_b.jpg,119_c.jpg,119_d.jpg,119_e.jpg,119_f.jpg,119_g.jpg,119_h.jpg,119_i.jpg,119_j.jpg,,,,119_reviews.jpg,,3.6,19,"https://www.google.com/maps/place/dspaceinterio/@12.9736036,77.6125207,15z/data=!4m2!3m1!1s0x0:0x39b83d232ffa9f5?sa=X&ved=1t:2428&ictx=111",,,0.64
Teekays Interior Solutions Pvt. Ltd.,Teekays,"Teekays Interior Solutions is a leading name in creation and management of corporate work places and offers end-to-end services in interior fit-out solutions. 

Over the years, we, as an ISO 9001:2008 certified company, have emerged as a high performance organization with offices all over India. We have successfully completed interior fit-out jobs for over 600 corporate clients like IBM, Accenture, Hyatt Regency, TCS, PepsiCo, Dell, ICICI, Alcatel Lucent, Reliance and others.

We undertake interior fit-out projects in all sectors like IT/ITES, Corporates, Banks, Institutes, Hospitality, Healthcare and others. 

We have a rich experience of  over 20 years and a large team of in-house designers, engineers, project managers and vendor coordinators with multi-locational presence, wide network of vendors, over 2000 strong workforce and own state-of-the-art manufacturing facility for custom-built furniture.",20,"Bengaluru, Hyderabad, Chennai, Delhi, Mangalore, Mumbai",https://www.teekays.com/,Manjunath C,GM-Projects,918042274447,1 to 50 Lakhs,Commercial,120_logo.jpg,120_a.jpg,120_b.jpg,120_c.jpg,120_d.jpg,120_e.jpg,120_f.jpg,120_g.jpg,120_h.jpg,120_i.jpg,120_j.jpg,,500.0,,120_reviews.jpg,manjunath.c@teekays.com,3.8,18,"https://www.google.com/maps/place/Teekays+Interior+Solutions+Pvt+Ltd/@12.9847134,77.6009482,15z/data=!4m2!3m1!1s0x0:0x383f1158232c8bc0?sa=X&ved=1t:2428&ictx=111",,,1.14
EnSculp,EnSculp,"""EnSculp—“within a sculpture”—is a design-build architectural and interior design studio that specializes in creating customized residential spaces with a unique sculptural aesthetic. Our experienced team of architects, contractors, and skilled craftsmen have a keen eye for detail and a passion for creating designs that are both functional and beautiful.

All of our projects are tailored to the specific desires and needs of our clients. We take the time to understand their vision and lifestyle, and use that knowledge to create living spaces that are not only comfortable but also truly feel like living within a sculpture. Our goal is to provide our clients with timeless designs that are sustainable and will last for years to come.  



At EnSculp,

We are a team of experts dedicated to creating homes that not only look beautiful, but are also functional and efficient. for a truly personalized home design experience.

We understand the importance of a home and strive to make the process of building or renovating a home as stress-free as possible for our clients. Our dedicated team will work with you every step of the way, ensuring a transparent and seamless construction process. 

Built with skilled craftsmanship and attention to detail using only the highest quality materials and adherence to international standards, our works deliver a superior living experience.",5,Bengaluru,https://ensculp.com/,Praveen R,Co-Founder,919113681197,1 to 50 Lakhs,Residential,121_logo.jpg,121_a.jpg,121_b.jpg,121_c.jpg,121_d.jpg,121_e.jpg,121_f.jpg,121_g.jpg,121_h.jpg,121_i.jpg,121_j.jpg,,,,121_reviews.jpg,info@ensculp.com,5.0,9,"https://www.google.com/maps/place/ENSCULP/@12.973372,77.6162943,15z/data=!4m2!3m1!1s0x0:0xbed4249be853a539?sa=X&ved=1t:2428&ictx=111",,,0.59
Acorp Consultants Pvt Ltd,Acorp,"At Acorp, we believe in creating spaces that are inspired and empowered by your brand. By capitalizing on creativity, innovation and enhanced collaboration, we aim to bring out truly exceptional workplace solutions. 
As a design centric studio with strong build capabilities, we ensure high quality workmanship and facilitate time and cost efficiency.",6,Bengaluru,https://www.acorp.ltd/,Atish Kumar,Founder & Managing Director,918217748742,1 to 50 Lakhs,Commercial,122_logo.jpg,122_a.jpg,122_b.jpg,122_c.jpg,122_d.jpg,122_e.jpg,122_f.jpg,122_g.jpg,122_h.jpg,122_i.jpg,122_j.jpg,,,,122_reviews.jpg,admin@acorp.ltd,4.4,20,"https://www.google.com/maps/place/Acorp+Consultants+Pvt+Ltd/@12.9750832,77.6192903,15z/data=!4m2!3m1!1s0x0:0x5fc4b64f3c68723a?sa=X&ved=1t:2428&ictx=111",,,0.68
Innovarch Architects India Pvt Ltd,Innovarch Architects,"Innovarch architects is an architectural, interior design, planning, and urban design firm established in 2001, we are committed to design excellence, social responsibility, and sustainability. Our diverse portfolio of projects includes work of all types and scales are based on our core commitment to enriching the built environment by creating projects with social, environmental, and aesthetic integrity. innovarch employs an interactive, collaborative design process by implementing effective leadership and open communication. This approach establishes a working environment of trust that enables clients to make fully informed decisions during the design process, reach consensus, and move forward to the successful completion of the project. We are committed to our core value of design excellence. The goal always is the creation of credible and intelligent design, which is driven by strong ideas.",24,Bengaluru,,Chandra Shekar Venkataramu,Architect,918022226711,1 to 50 Lakhs,Commercial,123_logo.jpg,123_a.jpg,123_b.jpg,123_c.jpg,123_d.jpg,123_e.jpg,123_f.jpg,123_g.jpg,123_h.jpg,123_i.jpg,123_j.jpg,,,,123_reviews.jpg,info@innovarch.in,4.6,31,"https://www.google.com/maps/place/Innovarch+Architects/@12.9708624,77.6016171,15z/data=!4m2!3m1!1s0x0:0x85d091ad4e0d445f?sa=X&ved=1t:2428&ictx=111",,,0.79
AD Studio 9,AD Studio 9,"Creating solutions that are simple and practical is the essence of our design.

We believe, when a design is based on simplicity and honesty it is naturally beautiful. WE PAY ATTENTION to your requirements.

DESIGN SOLUTION that are tailored to the individual needs with a purpose of solving challenges.

TO CREATE the best design language, we strive to make function as priority over asthetics.",6,Bengaluru,https://adstudio9.com/,Apoorva Lekha,Principal Architect,918088970299,1 to 50 Lakhs,"Residential, Commercial",124_logo.jpg,124_a.jpg,124_b.jpg,124_c.jpg,124_d.jpg,124_e.jpg,124_f.jpg,124_g.jpg,124_h.jpg,124_i.jpg,124_j.jpg,,,,124_reviews.jpg,info@adstudio9.com,4.9,14,"https://www.google.com/maps/place/AD+Studio+9/@12.9736021,77.6092298,15z/data=!4m2!3m1!1s0x0:0xe8c7760bef8ed2d2?sa=X&ved=1t:2428&ictx=111",,,0.64
Wildhub Designs Pvt Ltd,Wildhub Designs,"Wildhub Designs Pvt Ltd is a multi disciplinary organisation diversified into different aspects of design consultancy and construction. We are community, family and team oriented. We are motivated by integrity and by pride in the results of our work.


Communication between clients, staff and owner has been the reason for our success, along with a large amount of sweat and work ethic.",8,Bengaluru,https://wildhubdesigns.com/,Md Nayeem,Revit Architect,919606668733,1 to 50 Lakhs,"Residential, Commercial",125_logo.jpg,125_a.jpg,125_b.jpg,125_c.jpg,125_d.jpg,125_e.jpg,125_f.jpg,125_g.jpg,125_h.jpg,125_i.jpg,125_j.jpg,,,,125_reviews.jpg,contact@wildhubdesigns.com,4.0,111,"https://www.google.com/maps/place/Wildhub+Designs+pvt+ltd/@12.9731571,77.6089659,15z/data=!4m2!3m1!1s0x0:0xd473b4b90a58565f?sa=X&ved=1t:2428&ictx=111",,,1.3
Artisanal Design Collective,Artisanal Design Collective,"Artisanal design incorporates unique, one-of-a-kind elements and a mix of traditional and contemporary design elements. Our style is characterised by a focus on a mix of materials, such as wood, stone, textiles and an emphasis on craftsmanship and attention to detail. The end result is warm, inviting spaces that are both functional and visually appealing.

Our design collective may members from different areas of expertise, such as graphic design, product design, or architecture, and they collaborate to bring a diverse set of skills and perspectives to the projects they work on.",4,Bengaluru,http://adcollective.in/,Rashmin Perla,Founder and Design Principal,919845190037,1 to 50 Lakhs,"Residential, Commercial",126_logo.jpg,126_a.jpg,126_b.jpg,126_c.jpg,126_d.jpg,126_e.jpg,126_f.jpg,126_g.jpg,126_h.jpg,126_i.jpg,126_j.jpg,,,,126_reviews.jpg,design@adcollective.in,4.0,4,"https://www.google.com/maps/place/Artisanal+Design+Collective/@12.9863044,77.5964587,15z/data=!4m2!3m1!1s0x0:0xc3fa3c5c5a81711a?sa=X&ved=1t:2428&ictx=111",,,0.43
Billimoria & Associates,Billimoria Architects,"Billimoria & Associates was founded in 2001 by Darius Billimoria, 5 years after graduating from an architecture College in Bangalore, India. The firm offers architecture and interior design services, and over the course of a decade in the practice, has handled projects in the residential, commercial, hospitality and institutional sectors. The firm comprises a team of young professionals attuned to the modern aesthetic and psyche- and thus strives to produce designs that are relevant, practical, client specific and sensitive to environmental and climatoligical concerns.",24,Bengaluru,https://billimoriaarchitecture.com/,Darius Billimoria,Founder,918022389396,1 to 50 Lakhs,"Residential, Commercial",127_logo.jpg,127_a.jpg,127_b.jpg,127_c.jpg,127_d.jpg,127_e.jpg,127_f.jpg,127_g.jpg,127_h.jpg,127_i.jpg,127_j.jpg,,,,127_reviews.jpg,team@billimoriaarchitecture.com,4.7,19,"https://www.google.com/maps/place/Billimoria+%26+Associates/@12.9849603,77.5879447,15z/data=!4m2!3m1!1s0x0:0x876ef6a0e22454bb?sa=X&ved=1t:2428&ictx=111",,,0.68
Design Your Nest,Design Your Nest,"Design Your Nest is an Architectural and Interior Design Firm. Our goal is to bridge the gap that exists between “Pure” Design and the contingencies of Construction exposed to New and Innovative material sensitivity to the requirements of the Customer. We ensure that we understand the needs and demands of the home owners carefully. We make the layout of the home and a plan to improve the existing interior of the home and execute it in an organized way. Our Vision is, we are passionate to serve and focus on building a long term relationship with our customers.",5,Bengaluru,https://designyournest.in/,Shitiz Garg,Founder & Chief Architect,919731034747,1 to 50 Lakhs,Residential,128_logo.jpg,128_a.jpg,128_b.jpg,128_c.jpg,128_d.jpg,128_e.jpg,128_f.jpg,128_g.jpg,128_h.jpg,128_i.jpg,128_j.jpg,,150.0,,128_reviews.jpg,connect@designyournest.in,4.7,61,"https://www.google.com/maps/place/Design+Your+Nest/@13.0391591,77.5539408,15z/data=!4m2!3m1!1s0x0:0x5429e93e94092778?sa=X&ved=1t:2428&ictx=111", they have won 27+ Awards so far in their journey,,1.82
Maa Shakti Studio,Maa Shakti Studio,"At Maa Shakti Studio, we are the premier choice for interior design services. Our knowledgeable and experienced team of professionals will work closely with you to create a custom interior that is both stylish and functional.

 

We specialize in designing spaces that are tailored to your individual style, taste, and personality, while also being mindful of your budget.

 

Our attention to detail and commitment to quality ensures that each project is completed with the highest level of care, so that you can be sure that your interior design will stand the test of time.",2,Bengaluru,https://www.maashaktistudio.com/,Chirag Jain,Founder,917829100821,1 to 50 Lakhs,"Residential, Commercial",129_logo.jpg,129_a.jpg,129_b.jpg,129_c.jpg,129_d.jpg,129_e.jpg,129_f.jpg,129_g.jpg,129_h.jpg,129_i.jpg,129_j.jpg,,,,129_reviews.jpg,contact.maashaktistudio@gmail.com,5.0,1,"https://www.google.com/maps/place/Maa+Shakti+Studio+-+Interior+Design+Studio/@12.9529298,77.5774948,15z/data=!4m2!3m1!1s0x0:0x520554babeaef95e?sa=X&ved=1t:2428&ictx=111",,,0.21
Spicerack Kitchens Pvt Ltd,Spicerack Kitchens,"With a rich legacy spanning 15 years, Spicerack has been at the forefront of transforming homes.From conceptualization to meticulous execution, we strive to comprehend your unique vision and translate it into captivating reality.

With our in-house factory and state-of-the-art production facility we have complete control of manufacturing processing ensuring best quality and attention to detail. This integration of design and production allows us to seamlessly bring your home to life.

Join us on this transformative journey where design, innovation, and craftsmanship converge to create homes that inspire and delight.",15,Bengaluru,https://www.spicerackkitchens.com/,Pradeep Balija Krishna,Managing Director,919164243452,1 to 50 Lakhs,Residential,130_logo.jpg,130_a.jpg,130_b.jpg,130_c.jpg,130_d.jpg,130_e.jpg,130_f.jpg,130_g.jpg,130_h.jpg,130_i.jpg,130_j.jpg,,1500.0,,130_reviews.jpg,hello@spicerackkitchens.com,4.5,11,"https://www.google.com/maps/place/Spicerack+kitchens+Pvt+Ltd+-+Experience+Center/@12.9811514,77.6014164,15z/data=!4m2!3m1!1s0x0:0x7630d7aee4646ed7?sa=X&ved=1t:2428&ictx=111",,,1.1
Imly Studio,Imly Studio,"At Imly, we deliver world-class products integrated with certified raw materials from around the globe. Imly Home Furniture is built with the finest raw materials, hardware, and accessories, hand-picked to produce exceptional quality and finish.

Backed by an experienced workforce and state-of-the-art infrastructure, Imly promises to deliver world-class products in line with international standards. With a vision to be a front runner in the industry, Imly constantly strives to innovate and give precision to its product to last.

Imly has something to offer every design enthusiast with an exclusive range of products with different finishes, textures and colours. At Imly, we offer top-notch products with a touch of elegance and value for money.",20,Bengaluru,https://www.imlystudio.com/,Akhila Madamanchi,Interior Designer,919606032020,1 to 50 Lakhs,Residential,131_logo.jpg,131_a.jpg,131_b.jpg,131_c.jpg,131_d.jpg,131_e.jpg,131_f.jpg,131_g.jpg,131_h.jpg,131_i.jpg,131_j.jpg,,,,131_reviews.jpg,hello@imlystudio.com,5.0,3,"https://www.google.com/maps/place/Imly+Studio+-+Infantry+Road/@12.9795219,77.6059034,15z/data=!4m2!3m1!1s0x0:0xd5f0eb1720a729dc?sa=X&ved=1t:2428&ictx=111",,,0.53
Hundredhands,Hundredhands,"Hundredhands was founded in November, 2003. We currently have ten architects and are working on a mix of urban design, architectural and interior design projects.

 

The studio’s approach is grounded in the search for contextually appropriate solutions. Special emphasis is given to the response to climate, the existing scale and character of the context, appropriate use of materials and construction techniques, and the development of the project aesthetic as a result of these specific conditions.

 

We believe that this recognition of what exists leads to a more sensitive speculation of what can be. The work seeks to identify appropriate metaphors for the particular exigencies of a project and our larger identity as a people - a search for 'the beautiful idea'.",22,Bengaluru,http://hundredhands.com/,Sunitha Kondur,Partner,918025593606,1 to 50 Lakhs,"Residential, Commercial",132_logo.jpg,132_a.jpg,132_b.jpg,132_c.jpg,132_d.jpg,132_e.jpg,132_f.jpg,132_g.jpg,132_h.jpg,132_i.jpg,132_j.jpg,,,,132_reviews.jpg,touch@hundredhands.com,4.6,57,"https://www.google.com/maps/place/Hundredhands/@12.973989,77.6022293,15z/data=!4m2!3m1!1s0x0:0x6da3f2da20d40a4e?sa=X&ved=1t:2428&ictx=111",,,1.02
Vishwanath And Associates,Vishwanath And Associates,"Vishwanath And Associates is a creative Bangalore based design firm specializing in the integration of architecture, interior design and conceptual ideas. We create engaging and realizable design solutions that mutually support each projects intended use with an emphasis on site-specific solutions, unique programmatic resolution, appropriate material selection and fastidious detailing. We are devoted to delivering buildings and interior spaces with lasting architectural merit, which create and sustain value. Let it be any genre or type of architectural project, the solutions are unique resulting in architecture that is rich in meaning, thoughtful in approach, and poetic in its rendering.
        Vishwanath And Associates has built up a repertoire of approaches from its 45+ years of industry experience which we use to unlock the skills of the construction industry for our clients' benefit – while at the same time being cognizant of budgets, schedules and environmental issues – and finding a solution that addresses those needs as well as transforms them.",52,Bengaluru,https://vishwanathandassociates.com/,Ashutosh P Goyal,Audit Assistant,918025301779,1 to 50 Lakhs,"Residential, Commercial",133_logo.jpg,133_a.jpg,133_b.jpg,133_c.jpg,133_d.jpg,133_e.jpg,133_f.jpg,133_g.jpg,133_h.jpg,133_i.jpg,133_j.jpg,,,,133_reviews.jpg,info@vishwanathandassociates.com,4.7,19,"https://www.google.com/maps/place/Vishwanath+And+Associates/@12.967499,77.6081686,15z/data=!4m2!3m1!1s0x0:0x9d041c1b60c8a757?sa=X&ved=1t:2428&ictx=111",,,0.68
Design Kacheri,Design Kacheri,"At Design Kacheri, we like to keep things simple. Simple designs that are elegant and purposeful, and simple processes that help achieve complex targets.

The studio is the brainchild of architects Nidhish Kurup and Chaitra Saraf. With a firm belief that the evolution of good design is as important as the final product itself, we take a heavily client-centric approach in our design process. This helps us create unique designs that are both exclusive and cater to the specific needs of each of our clients. Our endeavour is to create designs that are contextual, functional and sustainable. 

Started in October 2011, Design Kacheri has completed several projects, residential, commercial and hospitality; both architecture and interiors, across India. ",14,Bengaluru,https://www.designkacheri.com/,Chaitra Saraf,Co-Founder,919663987987,1 to 50 Lakhs,"Residential, Commercial",134_logo.jpg,134_a.jpg,134_b.jpg,134_c.jpg,134_d.jpg,134_e.jpg,134_f.jpg,134_g.jpg,134_h.jpg,134_i.jpg,134_j.jpg,,,,134_reviews.jpg,stories@designkacheri.com,5.0,10,"https://www.google.com/maps/place/Design+Kacheri/@12.9864314,77.5979186,15z/data=!4m2!3m1!1s0x0:0x222efbf22d42bbca?sa=X&ved=1t:2428&ictx=111",,,0.6
DWP Interics Pvt.Ltd,DWP Interics,"DWP Interics Design Consultants was formed in 1984. Founded by Raju Philip and Ashok Prabhu, the firm has consistently grown in terms of professional expertise and business volumes to become one of the premier interior design firms in India.

Our growing staff of 150 is a diverse, multi-cultural team of quality design professionals located in Bangalore, Chennai, Hyderabad, Mumbai and Pune.",41,"Bengaluru, Chennai, Hyderabad, Mumbai, Pune",http://www.dwpinterics.com/,Shivapriya Damodharan,Associate Director,918025591251,1 to 50 Lakhs,Commercial,135_logo.jpg,135_a.jpg,135_b.jpg,135_c.jpg,135_d.jpg,135_e.jpg,135_f.jpg,135_g.jpg,135_h.jpg,135_i.jpg,135_j.jpg,,,,135_reviews.jpg,contact@dwpinterics.com,4.2,109,"https://www.google.com/maps/place/DWP+Interics+Private+Limited/@12.9764694,77.618726,15z/data=!4m2!3m1!1s0x0:0xf816db1df647f34e?sa=X&ved=1t:2428&ictx=111",,,1.34
Morphogenesis,Morphogenesis,"Morphogenesis is one of India’s leading award-winning Architecture and Urban Design practices. It has been ranked consistently amongst the Top 100 Architectural Design Firms worldwide for over a decade now by Building Design Magazine. It has four offices in India: Mumbai, New Delhi, Bengaluru, and Pune.

The practice is the recipient of over 130 international and national Awards which include being India’s first World Architecture Festival award winners, 5 Indian Institute of Architects Awards, and Laureates of the Singapore Institute of Architects Getz Award. Its work spans across typologies- Architecture, Interiors and Landscape Urbanism. Its work has featured in over 1000 publications, both International and National. The firm’s first monograph - coauthored by Manit and Sonali Rastogi, ‘Morphogenesis: The Indian Perspective, The Global Context’, has been published by Images Australia under their Master Architect Series. 

Each project of the firm abides by their copyrighted design philosophy known as S.O.U.L©, representing Sustainable, Optimized, Unique, and Liveable design principles. ",29,"Bengaluru, Pune, New Delhi, Mumbai",https://www.morphogenesis.org/,Manit Rastogi,Founding Partner,918041707676,1 to 50 Lakhs,"Residential, Commercial",136_logo.jpg,136_a.jpg,136_b.jpg,136_c.jpg,136_d.jpg,136_e.jpg,136_f.jpg,136_g.jpg,136_h.jpg,136_i.jpg,136_j.jpg,,,,136_reviews.jpg,contact@morphogenesis.org,4.4,64,"https://www.google.com/maps/place/Morphogenesis+Architects/@12.9724384,77.616699,15z/data=!4m2!3m1!1s0x0:0x3488d0aadb02e79a?sa=X&ved=1t:2428&ictx=111", they have won 130+ Awards so far in their journey,,1.31
SV Consultants,SV Consultants,"SV Consultants is a construction and design firm that has been in operation for 25 years with expertise in structural, architectural, and interior designs. Through the course of years, we have taken up various projects all across southern India. Our projects range from residential and commercial to industrial and public spaces like hospitals, schools, hotels and restaurants, and convention centres.",27,Bengaluru,https://svconsultants.org/,Suresh Kumar,Principal,918041239714,1 to 50 Lakhs,"Residential, Commercial",137_logo.jpg,137_a.jpg,137_b.jpg,137_c.jpg,137_d.jpg,137_e.jpg,137_f.jpg,137_g.jpg,137_h.jpg,137_i.jpg,137_j.jpg,,,,137_reviews.jpg,info@svconsultants.org,4.7,55,"https://www.google.com/maps/place/S+V+Consultants/@12.9819057,77.601459,15z/data=!4m2!3m1!1s0x0:0x35a5f236fe6fa4cf?sa=X&ved=1t:2428&ictx=111",,,1.02
Edifice Consultants Pvt. Ltd.,Edifice,"We are a practice with a difference.

Our award winning practice is founded on the principles of collaborative design and is powered by a highly motivated work-force with global education, exposure & experience. In order to best service our clients’ needs, we work in domain-specific verticals.

As we handle projects from the Architectural Pin to the Architectural Plane, we ensure that our idealism remains untarnished. We are a collective with as many philosophies as designers. Sensitivity underlies our design philosophies. With every project, we make a concerted effort to improve its immediate surroundings and contribute to the well-being of its occupants and environs.

We strive to build genuinely sustainable solutions which transcend certifications. We believe in trying to exceed expectations. We aim to delight our Clients, as well as ourselves when we ideate, collaborate, engineer and construct. Invariably, we walk that extra mile to see that the spaces we create, flourish.",36,"Bengaluru, Mumbai, Chennai, Delhi, Hyderabad, Pune, Kolkata",https://www.edifice.co.in/,Gauri Gore,Project Head,919632000991,1 to 50 Lakhs,"Residential, Commercial",138_logo.jpg,138_a.jpg,138_b.jpg,138_c.jpg,138_d.jpg,138_e.jpg,138_f.jpg,138_g.jpg,138_h.jpg,138_i.jpg,138_j.jpg,,1500.0,,138_reviews.jpg,gauri.g@edifice.co.in,4.9,17,"https://www.google.com/maps/place/Edifice+Consultants+Pvt+Ltd/@12.9734932,77.6037117,15z/data=!4m2!3m1!1s0x0:0xdb35f40636757079?sa=X&ved=1t:2428&ictx=111"," CW Architect & Builder Awards (CWAB) 2020 India's Top Architects, Realty+ Conclave and Excellence Awards 2019, Ahead Asia Design Awards 2019, 13th CW Architect & Builder Awards 2018, WADe Design Awards 2018, Smart Green Summit & Awards 2018, Green Excellence Awards 2018 for Environmental Initiatives, 5th IGBC Green Champion Award 2018, ESTRADE Real Estate & Conclave Award 2017, 12th CW Architect & Builder Awards (CWAB) 2017, ULTRATECH Endowment Award for Outstanding Concrete Structure 2017, 11th CW Architect & Builder Awards (CWAB) 2016, Global Market Winner Award 2015, NDTV GROHE Design & Architecture Awards 2013, Artists in Concrete Award (AICA) 2014, International Property Awards Asia Pacific 2013, iGEN 50 Award 2012, ULTRATECH Endowment Award for Outstanding Concrete Structure 2011, 05th CW Architects & Builder Awards (CWAB) 2011, DSK Artists in Concrete Award 2011, AESA Awards 2011, 04th CW Architects & Builder Awards (CWAB) 2010, Construction Source India Award 2010, Realty Plus Excellence Awards 2010, Society Interiors + Durian Design Award 2010, World Architecture News Awards 2009, The Economic Times Ace Tech Awards for Stalwarts & Leader of Architecture 2009",,1.42
TeamHome,TeamHome,"Our team of professionals are here to make your homeownership dreams come true. At TeamHome, we understand that finding the perfect home is a significant milestone in your life, and we are committed to guiding you through every step of your pursuit. As the best construction company in Bangalore, we assist you in mitigating the complexities during your homebuilding experience. Our highly trained and conversant professionals are always ready to help you with everything in your building process, which includes building plan approval, architectural designs, construction, home automation, interior designs, etc. Our customer-centric approach and passion for building make us the perfect partner to unlock the door to your ideal home.",3,Bengaluru,https://teamhome.in/,Swaroop G,"
Head of Operations",919945418899,1 to 50 Lakhs,"Residential, Commercial",139_logo.jpg,139_a.jpg,139_b.jpg,139_c.jpg,139_d.jpg,139_e.jpg,139_f.jpg,139_g.jpg,139_h.jpg,139_i.jpg,139_j.jpg,,200.0,,139_reviews.jpg,thcare@teamhome.in,5.0,15,"https://www.google.com/maps/place/TeamHome+%7C+Bangalore/@12.9719403,77.6080826,15z/data=!4m2!3m1!1s0x0:0x8ede08f729b08706?sa=X&ved=1t:2428&ictx=111",,,0.95
